"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
51;"L'AUSTREBERTHE A DUCLAIR 1";"03204000";549040;6936940;108021;2009-06-30;1,523;NA;1,4;12,3;9,9;210;172,2;2,92;NA;"";"semi-continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Austreberthe";17;19,84;36;71,16;0,889;25,422;3,482;9,562;9,789;0,522;0,367;0,357;19,118;16,071;14,765;14,125;14,859;1,51;1,052;0,998;9,422;28,599;12,809;0,654;0,007;0,137;0,364;1,413;0,1;0,873;1,549;100,739;0,273;26,225;4;0,088;34;19;0,429;3;44,118;53,922;1,961;1,818;204,46;0;9;"TABLES CALCAIRES";0;1,02;4,185;119,88;8,487;0;0,254;0,222;-0,903;0,007;0,527;0,302;0,971;0,581;-1,914;0,021;0,654;0,666;4,807;"TABLES CALCAIRES";"faible"
52;"LA BRESLE A MONCHAUX-SORENG 1";"03208000";596825,289;6987461,517;325;2009-08-20;2,11;NA;2;17,76;14,81;250;248,64;2,02;NA;"";"espacée-régulière";"espacée-régulière";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bresle";15;14;22;35,32;0,623;16,172;6,183;15,85;16,013;0,59;0,396;0,391;29,389;14,195;14,215;18,364;18,81;1,055;0,778;0,758;17,986;15,03;7,543;0,426;0,004;0,167;0,416;1,862;0,101;0,534;1,07;100,229;0,194;8,211;4;0,183;30;0;NA;1;48;49;3;1,914;511,18;0;9;"TABLES CALCAIRES";0;1,25;13,346;264,467;14,402;0;0,236;0,781;-0,263;-0,542;0,552;-0,218;0,905;2,048;-0,557;-1,595;0,685;-0,481;6,27;"TABLES CALCAIRES";"moyen"
53;"LA CHARENTONNE A FERRIERES-SAINT-HILAIRE 1";"03223200";521273;6882511;109427;2009-06-24;0,982;NA;1,4;10,5;9,9;168;147;3,3;NA;"présence d'un ""bras mort"" en rd au niveau du T12";"semi-continue";"semi-continue";NA;"Batonnet A3 disparu";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Charentonne";16;33;53,5;81;0,61;38,753;3,563;8,896;9,308;0,71;0,411;0,388;14,735;9,011;8,912;11,201;11,96;1,251;0,798;0,745;9,378;24,102;3,79;0,528;0,005;0,277;0,681;1,39;0,124;0,446;1,262;100,292;0,165;11,111;3;0,319;32;0;0,39;4;22,115;75,962;1,923;1,94;2121,03;0,835;9;"TABLES CALCAIRES";0;1,14;0,177;5,73;0,512;0;-0,692;-0,005;0,141;-0,669;1,654;-1,433;-2,649;-0,014;0,298;-1,968;2,054;-3,163;10,146;"TABLES CALCAIRES";"tres fort"
75;"VAUVISE à JUSSY-LE-CHAUDRIER";"04046545";694744;6669898;117110;2009-07-03;0,165;NA;0,9;10,3;6,47;144;144,2;0,43;NA;"";"continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vauvise";15;25,84;45,5;64,16;0,659;29,972;1,111;7,307;7,38;0,259;0,157;0,155;30,887;24,773;13,402;10,834;12,076;1,592;1,237;1,104;6,829;4,657;7,354;0,614;0,006;0,089;0,601;2,127;0,196;0,568;1,609;101,319;0,163;2,956;4;0,086;30;0;NA;1;32,847;56,204;10,949;2,077;155,62;0;9;"TABLES CALCAIRES";0;1,26;7,631;32,19;2,971;0;0,072;-0,074;-0,896;0,117;-1,506;0,349;0,274;-0,195;-1,9;0,345;-1,87;0,769;5,353;"TABLES CALCAIRES";"faible"
77;"BRENNE à VERNOU-SUR-BRENNE";"04054400";539066;6706562;72262;2009-07-02;NA;NA;1,31;13,7;9,17;191,8;191,8;0,99;NA;"";"semi-continue";"bosquets éparses";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Brenne";15;14;22;36,16;0,715;16,1;3,472;9,472;9,775;0,585;0,387;0,371;20,38;8,42;19,33;13,868;15,165;1,907;1,417;1,285;7,415;12,48;6,053;0,708;0,007;0,251;0,682;2,856;0,206;0,32;1,912;101,232;0,086;4,432;4;0,188;30;0;NA;3;15;82,5;2,5;1,942;451,34;0,058;9;"TABLES CALCAIRES";0;1,19;8,901;86,446;6,233;0;-0,006;-0,093;-0,223;0,075;-0,215;0,155;-0,024;-0,245;-0,472;0,221;-0,266;0,342;1,571;"TABLES CALCAIRES";"tres faible"
81;"NAHON à SELLES-SUR-NAHON";"04070215";582963;6657634;118573;2009-09-01;0,051;NA;0,4;4,6;2,77;64;64,4;0,23;NA;"";"continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Nahon";15;14;28,5;50,16;0,882;18,118;0,748;2,546;2,89;0,435;0,292;0,255;6,496;11,177;5,743;4,591;6,558;1,849;1,257;0,883;2,516;1,992;0,896;0,712;0,007;0,152;0,534;0,444;0,097;0,157;1,85;101,407;0,045;0,444;3;0,239;30;0;0,65;3;83,019;16,981;0;1,363;28;0,553;9;"TABLES CALCAIRES";0;1;1,524;3,439;0,749;0;-0,263;-0,91;0,309;0,625;-2,869;0,404;-1,008;-2,386;0,655;1,837;-3,562;0,89;10,338;"TABLES CALCAIRES";"tres fort"
88;"BOIVRE à POITIERS";"04082930";484766;6611132;72342;2009-06-05;0,332;NA;0;9,73;8,36;0;136,22;0,73;NA;"";"isolée";"absence";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Boivre";15;22;39;64,16;0,761;26,87;3,02;6,584;6,912;0,602;0,448;0,426;11,7;7,191;5,592;7,592;8,171;0,962;0,729;0,675;8,021;4,834;0,836;0,416;0,004;0,213;0,445;1,69;0,223;0,165;0,964;100,312;0,064;0,826;3;0,145;30;0;0,014;1;61,176;25,882;12,941;2,085;125,66;0,803;9;"TABLES CALCAIRES";0;1,1;9,669;69,243;9,12;0;-0,219;0,107;-0,349;-0,342;-1,069;-0,413;-0,837;0,28;-0,74;-1,005;-1,327;-0,911;5,099;"TABLES CALCAIRES";"faible"
91;"ESVES à LIGUEIL";"04097050";540038;6662462;120240;2009-08-27;0,11;NA;0,82;6,99;5,73;98;97,86;1,5;NA;"";"semi-continue";"bosquets éparses";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esves";15;19;32,5;48,64;0,675;22,632;2,009;5,816;6,075;0,562;0,346;0,329;13,399;2,968;6,704;7,354;8,117;1,27;0,917;0,829;6,054;12,192;0,68;0,513;0,005;0,226;0,673;1,086;0,148;0,105;1,271;100,635;0,035;1,389;4;0,236;30;3;0,101;1;32,456;58,772;8,772;2,113;44,19;0,721;9;"TABLES CALCAIRES";0;1,3;1,151;16,937;2,303;0;0,069;-0,075;0,25;0,154;-0,798;0,318;0,262;-0,197;0,53;0,453;-0,99;0,702;3,135;"TABLES CALCAIRES";"tres faible"
93;"BRAYE à SOUGE";"04108440";538638;6765083;120940;2009-09-11;0,362;NA;1,3;10,8;9,27;151;151,2;3,91;NA;"";"continue";"continue";NA;"";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Braye";15;31;41,5;60,48;0,606;34,596;2,481;9,424;9,606;0,372;0,274;0,267;33,125;5,635;11,482;11,37;12,166;1,229;1,023;0,952;9,517;36,531;3,916;0,498;0,005;0,155;0,592;2,008;0,177;0,347;1,236;100,568;0,11;13,542;3;0,134;30;1;NA;1;22,222;67,521;10,256;2,033;317,41;0,517;9;"TABLES CALCAIRES";0;1,07;9,236;354,266;31,158;0;-0,098;0,19;-0,527;-0,29;1,008;-0,181;-0,373;0,498;-1,118;-0,853;1,251;-0,399;4,492;"TABLES CALCAIRES";"tres faible"
95;"HUISNE à CONDEAU";"04115580";539841;6811637;121321;2009-09-04;1,74;NA;1,6;15,8;11;290;221,2;3,28;NA;"";"bosquets éparses";"semi-continue";NA;"Batonnet A4 disparu";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Huisne";18;45;70,5;107,64;0,627;51,515;4,046;11,181;11,37;0,582;0,364;0,357;20,789;14,929;23,217;16,001;17,566;1,982;1,461;1,324;8,169;42,589;23,93;0,825;0,008;0,208;0,583;2,997;0,187;1,064;2,042;101,009;0,283;49,819;5;0,287;36;6;0,487;3;34,091;59,091;6,818;1,803;542,94;0,278;9;"TABLES CALCAIRES";0;1,17;12,232;393,587;24,598;0;0,08;-0,014;0,18;0,075;1,063;0,241;0,307;-0,037;0,381;0,222;1,319;0,532;2,798;"TABLES CALCAIRES";"tres faible"
115;"Le Bramerit en aval de Grandjean (Lieu-dit Chez Ferret)";"05006880";417358,72;6535918,5;73193;2009-09-08;0,022;NA;0,4;4,85;2,73;68;67,9;0,59;NA;"";"continue";"continue";NA;"concrétions calcaires";"2009 (Pré-déploiement)";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Bramerit";16;10,84;17;23;0,576;11,936;0,634;2,857;3,045;0,345;0,211;0,196;10,695;4,239;3,408;4,589;5,383;1,062;0,743;0,629;4,412;3,643;0,258;0,403;0,004;0,165;0,754;0,687;0,15;0,079;1,063;100,696;0,03;0,332;5;0,125;32;0;NA;1;54,93;38,028;7,042;1,831;7517,15;0,124;9;"TABLES CALCAIRES";0;1;580,614;3360,536;732,281;0;-1,971;-0,88;-0,931;-1,097;0,477;-3,06;-7,542;-2,307;-1,973;-3,225;0,592;-6,752;22,392;"TABLES CALCAIRES";"tres fort"
225;"LA LAWE À DIVION (62)";"01071000";666449;7040963;165976;2010-06-29;0,381;0,665;0,8;13;5,7;182;NA;4,7;NA;"";"continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Lawe";15;16,84;32,5;55,16;0,85;20,039;1,82;6,25;6,546;0,497;0,305;0,281;18,633;7,121;22,197;12,789;14,296;2,503;1,775;1,582;5,208;72,944;14,714;1,1;0,011;0,289;1,01;2,952;0,231;0,678;2,527;101,603;0,164;55,609;2;0,569;30;0;1,299;2;20,635;68,254;11,111;2,071;116,66;0,051;9;"TABLES CALCAIRES";0;1,07;3,927;181,062;14,158;0;0,326;-0,318;1,026;0,63;0,761;1,005;1,246;-0,834;2,175;1,852;0,945;2,217;9,269;"TABLES CALCAIRES";"tres fort"
226;"LA LYS RIVIÈRE À DELETTES (62)";"01053000";644150;7058231;165969;2010-06-30;1,041;1,2;1,2;12,8;10,25;180;NA;3,8;NA;"";"bosquets éparses";"isolée";NA;"Alternance de 2 équipes sur le terrain une équipe a débuté RG l'autre RD.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Lys";15;32;51;70;0,559;36,685;4,6;9,675;10,007;0,804;0,483;0,464;14,416;6,121;17,196;13,791;14,876;1,889;1,257;1,161;7,493;43,291;7,169;0,755;0,008;0,307;0,636;1,857;0,135;0,425;1,898;100,754;0,123;19,734;5;0,209;30;0;0,231;4;13,208;79,245;7,547;2,031;206,01;0,068;9;"TABLES CALCAIRES";0;1,07;8,625;321,523;23,315;0;0,227;-0,008;-0,034;0,229;0,793;0,45;0,87;-0,022;-0,073;0,675;0,985;0,994;3,618;"TABLES CALCAIRES";"tres faible"
227;"L'ÉCAILLON À VERCHAIN MAUGRE (59)";"01028000";732327;7021460;165956;2010-07-06;0,491;NA;0,7;16,5;4,83;230;NA;1,73;NA;"";"semi-continue";"absence";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ecaillon";15;30,84;46,5;71;0,597;35,739;2,08;4,682;5,056;0,658;0,445;0,408;7,821;10,319;27,729;15,037;17,398;3,557;1,848;1,594;4,226;27,052;16,24;1,298;0,013;0,252;0,566;1,663;0,111;0,591;3,575;102,718;0,139;18,53;3;0,298;30;0;NA;3;65,686;26,471;7,843;1,974;173,03;0,014;9;"TABLES CALCAIRES";0;1,25;7,064;119,885;7,973;0;0,367;-0,564;0,338;0,899;-0,069;1,02;1,405;-1,48;0,717;2,643;-0,085;2,251;8,581;"TABLES CALCAIRES";"fort"
230;"LA RHONELLE À MARESCHES (59)";"01029000";738850;7022292;165958;2010-08-26;0,246;0,439;0,7;8,2;4,8;113;NA;0,88;NA;"";"bosquets éparses";"continue";NA;"le radier de la limite aval est un radier artificiel constitué de dechets de briques et divers matériaux de construction. Le colmatage a été évalué en 2011";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rhonelle";15;36;61;108,32;0,753;42,143;2,113;4,512;4,903;0,69;0,473;0,427;8,043;6,915;9,25;8,459;9,633;1,835;1,123;0,976;4,784;8,426;1,867;0,723;0,007;0,267;0,568;1,76;0,208;0,204;1,837;101,097;0,062;1,988;2;0,305;30;0;0,39;4;66,355;25,234;8,411;1,837;84,88;0,011;9;"TABLES CALCAIRES";0;1,07;4,596;39,676;4,69;0;0,009;-0,373;0,437;0,386;-1,051;0,297;0,035;-0,977;0,926;1,135;-1,304;0,655;5,033;"TABLES CALCAIRES";"faible"
248;"TUSSON à EVAILLE";"04108425";522303;6759253;120927;2010-08-17;0,004;0,114;0,27;3,15;1,9;54;NA;5,1;NA;"";"absence";"semi-continue";NA;"Les bâtons du deuxième radier ont été perdus.
Station hydro situé à une vingtaine de km en aval";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tusson";15;10;29;55,8;1,199;11,148;0,318;2,045;2,161;0,209;0,139;0,13;12,378;0,688;2,307;4,008;4,678;0,845;0,58;0,493;4,854;24,657;0,071;0,311;0,003;0,114;0,737;0,579;0,145;0,032;0,845;100,524;0,014;0,899;4;0,132;30;0;0,231;4;25;71,667;3,333;2,096;21,25;0,721;9;"TABLES CALCAIRES";0;1,03;0,415;20,763;5,181;0;-0,315;-0,227;-0,252;-0,1;0,111;-0,363;-1,206;-0,594;-0,533;-0,294;0,138;-0,802;3,567;"TABLES CALCAIRES";"tres faible"
250;"AUNE À PONTVALLAIN";"04108736";490017;6742547;121038;2010-08-16;0,069;0,069;0,9;13,1;6,5;182;NA;1,3;NA;"";"semi-continue";"espacée-régulière";NA;"RD : peupleraie";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aune";15;1;1;3,16;0,807;1,778;0,649;4,491;4,643;0,305;0,151;0,144;21,588;10,747;8,767;12,68;13,376;1,221;0,702;0,663;10,622;8,458;2,583;0,405;0,004;0,13;0,855;1,992;0,157;0,297;1,225;100,801;0,114;2,654;4;0,185;30;0;0,31;4;100;0;0;0,741;143,07;0,118;9;"TABLES CALCAIRES";0;1,12;6,043;77,066;6,078;0;0,255;0,375;-0,117;-0,131;-0,436;-0,031;0,975;0,984;-0,247;-0,385;-0,541;-0,069;3,202;"TABLES CALCAIRES";"tres faible"
251;"RAU DE L'ANTONNIERE à SAINT-SATURNIN";"04115500";488236;6777288;121292;2010-08-19;0,113;NA;0,5;6,5;4,7;91;NA;2;NA;"";"bosquets éparses";"espacée-régulière";NA;"- Pas de radir naturel => pas de mesure de la granulométrie
- Après ripisylve, il existe un remblais en RG et RD, de H > HpB
- Pas de station hydro sur le cours d'eau";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rau de l'antonniere";15;NA;NA;NA;NA;NA;2,136;6,16;6,4;0,52;0,349;0,335;12,148;2,453;8,288;8,229;9,117;1,37;1,007;0,908;6,028;17,806;0,852;0,475;0,005;0,146;0,425;0,826;0,1;0,104;1,371;100,763;0,033;2,05;3;0,103;30;0;0,144;4;81,752;12,409;5,839;0,898;104,4;0;9;"TABLES CALCAIRES";0;1,19;2,049;40,201;4,885;0;-0,081;-0,161;-0,667;0,05;-0,141;0,078;-0,312;-0,423;-1,413;0,148;-0,175;0,172;2,643;"TABLES CALCAIRES";"tres faible"
267;"ENVIGNE À CHATELLERAULT-THURE";"04086320";502055;6634626;72348;2010-05-18;NA;NA;0,69;9,07;4,83;127;NA;0,7;NA;"";"isolée";"absence";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Envigne";15;6;10;15;0,696;7,246;2,304;5,126;5,68;0,731;0,441;0,395;7,562;2,55;9,121;8,216;9,969;1,736;1,12;0,922;4,825;6,333;0,583;0,642;0,006;0,263;0,588;1,102;0,134;0,067;1,737;100,958;0,021;0,497;3;0,212;30;0;0,014;1;88,889;5,556;5,556;1,607;196,79;0,106;9;"TABLES CALCAIRES";0;1,13;4,893;33,6;4,09;0;-0,277;-0,444;-0,014;0,155;-0,918;-0,16;-1,058;-1,164;-0,03;0,456;-1,14;-0,352;4,201;"TABLES CALCAIRES";"tres faible"
273;"AUXANCE à CHASSENEUIL-DU-POITOU";"04084650";498219;6618556;119565;2010-05-25;1,05;NA;1,7;17,5;11,9;245;NA;2,01;NA;"radier B _ Bâtonnets  : seuls les n°3 et 4 ont été retrouvés. Ce site est très fréquenté par les promeneurs.

radier A _ Bâtonnet n°2 partiellement sorti du sédiment _  n°3 totalement sorti et laissé sur place.  ";"isolée";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Auxance";15;22;35,5;63;0,695;26,002;4,741;13,754;13,88;0,514;0,343;0,34;29,711;10,149;11,658;17,367;17,714;0,955;0,686;0,67;18,951;13,221;4,064;0,396;0,004;0,191;0,55;4,741;0,273;0,376;0,962;100,202;0,149;4,981;4;0,292;30;2;0,072;1;48,413;47,619;3,968;2,039;330,35;0,367;9;"TABLES CALCAIRES";0;1,15;15,799;311,526;17,938;0;0,314;0,875;0,25;-0,551;0,359;-0,187;1,201;2,294;0,531;-1,621;0,446;-0,412;6,505;"TABLES CALCAIRES";"moyen"
278;"L'Argent-Or à Poursac";"05022400";487488,3;6543783;73223;2010-06-28;NA;NA;1,16;10,23;8,1;143,26;NA;0,42;NA;"";"semi-continue";"semi-continue";NA;"Les bâtonnets ont été sortis et déplacés pour être partiellement repiqués au même endroit (1 bâtonnet non retrouvé) inexploitables.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Argent or";15;23,84;63,5;105;1,036;34,192;3,446;8,498;8,698;0,652;0,412;0,401;15,152;26,486;9,019;10,203;10,757;1,239;0,887;0,84;8,528;3,461;4,359;0,471;0,005;0,241;0,616;0,919;0,09;0,49;1,252;100,57;0,167;1,774;3;0,184;30;1;0,541;3;25,424;27,966;46,61;1,936;92,46;0;9;"TABLES CALCAIRES";0;1,04;9,835;40,522;3,971;0;0,171;0,197;-0,079;-0,025;-1,754;0,227;0,653;0,517;-0,167;-0,072;-2,177;0,5;4,086;"TABLES CALCAIRES";"tres faible"
330;"L'Argent à Vieux-Cérier";"05022450";503875;6543272,5;73224;2010-06-29;0,002;NA;0,4;3,62;3;50,7;NA;2,76;NA;"";"absence";"isolée";NA;"station recalibrée peu de temps avant CARHYCE, ripisylve absente sur presque toute la station= dépôt des matériaux retirés lors du curage.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Argent";15;NA;NA;NA;NA;NA;0,388;2,268;2,354;0,217;0,143;0,137;12,012;0,369;1,376;3,261;3,609;0,566;0,409;0,369;5,799;9,983;0,014;0,271;0,003;0,116;0,712;0,798;0,245;0,012;0,566;100,279;0,006;0,12;4;0,039;30;0;NA;1;100;0;0;0,74;3,5;0;9;"TABLES CALCAIRES";0;1,01;2,931;79,359;24,335;0;0,029;0,123;-1,278;-0,124;-1,278;0,069;0,112;0,322;-2,708;-0,366;-1,586;0,151;5,246;"TABLES CALCAIRES";"faible"
356;"LA FOURNELLE A QUATRE-CHAMPS 1";"03148220";827186;6927373;104799;2010-07-19;0,01;NA;0,6;9;4,2;126;NA;10,2;NA;"";"continue";"continue";NA;"Qualif incertaine
nombre de points trop important transects 7 10 12 13 14 15";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Fournelle";15;23,84;39,5;71;0,773;27,989;0,701;4,194;4,5;0,367;0,151;0,139;26,479;0,526;12,711;9,664;10,791;1,816;1,318;1,184;5,578;118,456;0,756;0,914;0,009;0,284;1,68;1,268;0,131;0,061;1,816;100,806;0,017;7,963;3;0,746;30;0;1,299;2;16,406;75,781;7,812;1,53;27,11;0;9;"TABLES CALCAIRES";0;1,04;2,655;265,665;27,49;0;0,491;-0,111;1,452;0,614;0,909;1,215;1,878;-0,29;3,078;1,805;1,128;2,681;10,861;"TABLES CALCAIRES";"tres fort"
363;"OZON DE CHENEVELLES à ARCHIGNY";"04086060";524164;6624789;72347;2010-05-21;0,07;NA;0,46;4,17;3,23;58,33;NA;11;NA;"";"semi-continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ozon de chenevelles";15;46,84;72;111,32;0,657;51,495;1,052;3,189;3,599;0,54;0,336;0,291;6,402;1,452;2,974;4,369;5,203;1,033;0,689;0,575;4,33;62,071;0,313;0,401;0,004;0,206;0,625;0,666;0,153;0,108;1,034;100,173;0,042;7,914;5;0,082;30;0;0,801;2;65,263;23,158;11,579;2,087;29,48;0;9;"TABLES CALCAIRES";0;1,15;0,86;92,803;21,241;0;-0,329;-0,372;-0,762;0,032;1,021;-0,282;-1,258;-0,976;-1,615;0,095;1,267;-0,621;5,831;"TABLES CALCAIRES";"faible"
366;"CLOCHE à BRUNELLES";"04115750";544252;6807783;121349;2010-10-05;0,17;NA;0,7;5,7;5,15;80;NA;4;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Cloche";15;16;34,5;75,64;1,02;19,103;1,991;4,997;5,349;0,597;0,396;0,368;9,655;2,631;5,993;6,144;7,132;1,311;0,973;0,837;4,771;32,833;0,886;0,514;0,005;0,217;0,548;0,661;0,108;0,152;1,313;100,556;0,05;5,712;3;0,219;30;0;0,087;4;64,423;23,077;12,5;1,853;85,07;0,403;9;"TABLES CALCAIRES";0;1,29;2,128;83,503;13,591;0;-0,311;-0,376;0,104;0,049;0,464;-0,138;-1,191;-0,985;0,219;0,145;0,577;-0,305;3,422;"TABLES CALCAIRES";"tres faible"
367;"LE LOING A CONFLANS-SUR-LOING 1";"03052245";684334;6760137;98576;2010-05-11;0,912;NA;1,49;13,9;10,43;195;NA;1,23;NA;"Bras mort (saisis en 16 _ 17 _ 18)";"continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Loing";18;12;42;81,308;1,201;15,464;2,814;7,979;8,205;0,529;0,339;0,328;16,197;19,43;9,286;10,832;11,386;1,197;0,857;0,811;9,139;9,78;5,501;0,522;0,005;0,21;0,577;4,041;0,373;0,755;1,239;100,556;0,271;7,353;3;0,273;36;4;0,866;2;14,423;79,808;5,769;1,692;600,26;0,056;9;"TABLES CALCAIRES";0;1,35;18,731;226,014;20,866;0;-0,341;0,089;0,12;-0,45;0,125;-0,728;-1,303;0,232;0,253;-1,323;0,155;-1,607;4,874;"TABLES CALCAIRES";"faible"
369;"LA SUIPPE A DONTRIEN 1";"03157485";802555;6905117;105430;2010-07-19;0,23;NA;NA;9;6,1;126;NA;3,04;NA;"";"absence";"absence";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Suippe";15;14,587;21,85;32,296;0,58;16,401;1,678;5,83;6,014;0,506;0,293;0,28;14,92;5,803;7,667;8,317;9,041;1,331;0,928;0,85;6,482;25,34;2,201;0,497;0,005;0,222;0,788;0,922;0,111;0,291;1,335;100,638;0,097;7,985;3;0,277;30;0;0,217;2;67,241;32,759;0;1,801;215,6;0;9;"TABLES CALCAIRES";0;1,52;8,771;261,572;31,451;0;-0,292;-0,158;0,243;-0,13;0,59;-0,381;-1,118;-0,413;0,515;-0,383;0,732;-0,841;4,003;"TABLES CALCAIRES";"tres faible"
370;"OZANNE à DAMPIERRE-SOUS-BROU";"04105680";561865;6791529;120739;2010-10-07;0,163;NA;0,95;10,16;6,76;142,3;NA;1,5;NA;"";"continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ozanne";15;22;39;60;0,732;24,495;1,743;7,13;7,275;0,381;0,244;0,238;25,353;6,288;8,459;9,793;10,411;1,146;0,876;0,821;8,928;12,085;1,807;0,425;0,004;0,168;0,677;1,289;0,132;0,216;1,149;100,655;0,075;2,764;4;0,207;30;3;NA;3;8,491;82,075;9,434;1,761;161,24;1;9;"TABLES CALCAIRES";0;1,14;5,772;84,935;8,673;0;-0,04;0,19;-0,019;-0,219;-0,242;-0,13;-0,153;0,499;-0,041;-0,643;-0,3;-0,287;1,923;"TABLES CALCAIRES";"tres faible"
