"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
424;"LA SEILLE À MULCEY";"02081000";969492;6861410;90795;2011-07-12;0,23;NA;1,1;9,3;7,8;130;NA;0,38;NA;"";"isolée";"isolée";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Seille";15;4,84;7;10,16;0,605;4,959;2,542;7,746;7,944;0,436;0,331;0,322;18,689;9,879;9,808;9,785;10,545;1,259;1,007;0,932;7,841;3,475;1,802;0,5;0,005;0,128;0,389;0,689;0,07;0,184;1,26;100,8;0,059;0,69;3;0,112;30;0;0,029;1;69,643;29,464;0,893;1,531;273,55;0;10;"COTES CALCAIRES EST";0;1,03;12,439;46,37;4,739;0;-0,3;-0,011;-1,099;-0,316;-1,606;-0,438;-1,491;-0,042;-3,204;-1,327;-1,835;-1,214;9,113;"COTES CALCAIRES EST";"tres fort"
425;"LA PETITE SEILLE À HABOUDANGE";"02081100";963645;6870326;90816;2011-07-12;0,08;NA;0,4;7,4;2,72;103,6;NA;1,58;NA;"";"bosquets éparses";"isolée";NA;"Cours d'eau recalibré  lit visiblement élargi et très approfondi.
Absence de granulométrie  uniquement présence d'argile. En conséquence échantillonage selon la méthode de Wolman non réalisé.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petite seille";15;NA;NA;NA;NA;NA;0,654;2,479;2,75;0,434;0,266;0,235;6,888;8,078;9,055;7,232;9,225;2,285;1,262;0,986;3,195;15,288;2,881;0,815;0,008;0,181;0,705;0,821;0,114;0,32;2,291;101,775;0,091;6,259;2;0,169;30;0;0,058;1;98,058;0;1,942;0,218;43,62;0;10;"COTES CALCAIRES EST";0;1,02;2,358;36,549;5,054;0;0,026;-0,74;-0,186;0,736;-0,445;0,547;0,128;-2,843;-0,542;3,095;-0,509;1,515;8,633;"COTES CALCAIRES EST";"fort"
426;"LE RUISSEAU DES QUATRE MOULINS À VOLMERANGE";"02094930";923282;6932845;91521;2011-04-19;0,07;NA;0,3;2,76;1,95;39,2;NA;1,09;NA;"";"semi-continue";"isolée";NA;"coordonnées du point de mesure CARHYCE
limite aval  N49.45440  E006.07818
limite amont  N49.45399  E006.07813

Qualification incertaine du fait d'un nombre de points trop faible transect 3";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Quatre moulins";15;4,84;12;21,16;1,028;6,64;0,288;1,716;1,876;0,259;0,17;0,154;7,053;25,555;1,03;2,483;2,922;0,61;0,415;0,352;4,108;3,767;0,434;0,236;0,002;0,085;0,51;0,184;0,074;0,424;0,619;100,339;0,211;1,876;4;0,039;30;0;0,072;4;75,789;22,105;2,105;1,39;24,8;0;10;"COTES CALCAIRES EST";0;1,03;0;0;0;0;-0,85;-0,437;-1,493;-0,445;-0,898;-1,299;-4,23;-1,679;-4,353;-1,871;-1,026;-3,601;16,759;"COTES CALCAIRES EST";"tres fort"
435;"LA SEINE A CHARREY-SUR-SEINE 1";"03002100";815318;6757096;93671;2010-05-25;3,582;NA;2,3;21,2;16;297;NA;1,04;NA;"Même si ça n'est pas le cas cette année, il y a régulièrement, en quantité non négligeable, de la végétation aquatique sur cette station.";"bosquets éparses";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Seine";15;9,84;29;42;1,06;12,558;8,876;17,24;17,471;0,859;0,51;0,502;22,477;19,811;43,061;24,575;25,625;2,465;1,76;1,685;10,215;17,188;38,95;0,912;0,009;0,34;0,675;5,708;0,232;0,957;2,514;101,501;0,233;16,963;3;0,429;30;13;0,35;3;2,362;85,827;11,811;1,904;587,81;0;10;"COTES CALCAIRES EST";0;1,42;39,577;403,78;16,43;0;0,36;0,184;0,037;0,167;-0,489;0,598;1,79;0,705;0,108;0,703;-0,559;1,657;5,522;"COTES CALCAIRES EST";"faible"
436;"LE BEUVRON A OUAGNE 1";"03025238";737368;6700032;95725;2011-06-09;0,694;NA;2;16;14;224;NA;4,643;NA;"";"bosquets éparses";"bosquets éparses";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Beuvron";15;57,84;90;121;0,622;65,023;2,112;8,439;8,541;0,374;0,254;0,25;25,91;12,149;8,125;11,965;12,303;0,945;0,688;0,667;12,874;30,39;5,135;0,492;0,005;0,136;0,512;2,361;0,197;0,645;0,967;100,073;0,25;20,202;4;0,141;30;5;0,31;3;0;84,507;15,493;1,556;250,39;0;10;"COTES CALCAIRES EST";0;1,18;12,529;570,669;47,694;0;-0,068;0,493;-0,843;-0,58;0,884;-0,575;-0,34;1,895;-2,459;-2,439;1,01;-1,594;9,736;"COTES CALCAIRES EST";"tres fort"
481;"RUISSEAU DE NOIRONTE A RUFFEY-LE-CHATEAU ";"06438900";912088;6691065;158068;2011-06-23;0,203;NA;0,9;11,3;6;159,5;NA;0,626;NA;"";"semi-continue";"espacée-régulière";NA;"Pas de radier sur la station";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Noironte";15;NA;NA;NA;NA;NA;3,033;4,816;5,436;0,927;0,635;0,56;5,318;3,939;14,899;11,032;12,684;2,516;1,356;1,177;4,404;7,228;1,637;0,964;0,01;0,287;0,435;1,045;0,095;0,111;2,516;101,542;0,031;0,919;3;0,14;30;1;0,31;4;93,023;0;6,977;0,826;73,52;0;10;"COTES CALCAIRES EST";0;1,01;5,533;33,978;3,08;0;0,269;-0,467;-0,52;0,703;-1,296;0,742;1,341;-1,794;-1,515;2,955;-1,481;2,056;11,143;"COTES CALCAIRES EST";"tres fort"
483;"LE RU DE MÉLISEY A TANLAY 1";"03037480";782674;6751002;97552;2010-06-14;0,167;NA;0,8;7;5,8;98;NA;4,9;NA;"";"semi-continue";"continue";NA;"Pas de bâtonnets à l'amont.
Bâtonnets de l'aval enfoncés dans des concrétions calcaires.
Pour les 100 points on a ramassé la granulo au milieux d'une dalle de tuff.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Melisey";15;6;25;49,16;1,432;7,496;1,552;6,152;6,352;0,383;0,247;0,238;18,383;4,008;5,407;7,511;8,131;0,938;0,715;0,66;8,166;31,707;1,149;0,365;0,004;0,15;0,598;0,902;0,12;0,222;0,941;100,318;0,085;7,448;5;0,079;30;5;0,801;3;49,438;46,067;4,494;1,981;41,54;0;10;"COTES CALCAIRES EST";0;1,02;2,322;111,616;14,86;0;0,08;0,203;-0,93;-0,142;0,679;0,059;0,4;0,779;-2,713;-0,599;0,776;0,165;5,431;"COTES CALCAIRES EST";"faible"
536;"MOUGE A ST-MAURICE-DE-SATONNAY ";"06047360";837038;6591719;146754;2011-07-19;0,09;NA;0,6;5;4,27;70;NA;3,14;NA;"";"espacée-régulière";"semi-continue";NA;"3 bâtonnets HS.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Mouge";15;12;34,5;68,16;1,245;17,985;0,969;4,04;4,231;0,344;0,237;0,222;14,818;4,52;3,27;5,102;5,68;0,838;0,646;0,574;6,34;17,69;0,572;0,34;0,003;0,157;0,653;0,566;0,111;0,181;0,84;100,386;0,074;3,498;3;0,195;30;3;0,433;3;44,86;40,187;14,953;2,095;26,19;0,318;10;"COTES CALCAIRES EST";0;1,02;1,059;32,621;6,394;0;-0,149;-0,008;0,097;-0,141;0,168;-0,176;-0,74;-0,031;0,282;-0,592;0,192;-0,488;2,325;"COTES CALCAIRES EST";"tres faible"
544;"PETITE GROSNE A MACON 1";"06047500";837363;6577441;146784;2011-07-19;0,291;NA;0,9;9,8;6,38;137;NA;3,87;NA;"";"semi-continue";"bosquets éparses";NA;"1 bâtonnet HS.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Petite grosne";15;30,84;53,5;81,16;0,763;34,836;1,573;5,953;6,314;0,527;0,259;0,238;17,655;7,74;11,925;10,433;11,665;1,77;1,161;1,04;6,189;39,5;5,896;0,699;0,007;0,296;1,095;1,676;0,161;0,501;1,783;100,991;0,15;21,979;5;0,328;30;0;0,487;3;16;75;9;1,949;122,56;0,443;10;"COTES CALCAIRES EST";0;1,09;6,375;242,025;23,197;0;0,039;-0,174;0,194;0,224;0,599;0,223;0,194;-0,668;0,564;0,944;0,685;0,618;3,673;"COTES CALCAIRES EST";"tres faible"
547;"LE SAUZAY A CORVOL-L'ORGUEILLEUX 1";"03025368";728051;6702424;95749;2011-06-16;0,265;NA;0,7;6,6;4,98;92;NA;5,11;NA;"";"semi-continue";"semi-continue";NA;"Un bâtonnet HS.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sauzay";15;11,84;23,5;41;0,833;14,303;0,788;5,05;5,127;0,279;0,159;0,156;20,617;16,274;4,86;6,801;7,355;0,942;0,717;0,662;7,339;33,168;4,293;0,366;0,004;0,105;0,697;0,637;0,094;0,89;0,983;100,478;0,337;31,913;3;0,151;30;0;0,541;3;40,964;54,217;4,819;2,036;73,37;0;10;"COTES CALCAIRES EST";0;1,09;0,993;49,778;7,32;0;-0,214;0,044;-0,444;-0,279;0,803;-0,377;-1,063;0,168;-1,294;-1,173;0,918;-1,045;5,661;"COTES CALCAIRES EST";"faible"
555;"MEUZIN A CORGENGOUX 2";"06036970";851058;6656085;146117;2011-05-12;0,329;NA;1;7,3;7;138,7;NA;0,65;NA;"";"espacée-régulière";"espacée-régulière";NA;"Cours d'eau rectiligne au milieux des champs. 1 bâtonnet perdu.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Meuzin";20;7,84;46,5;120,16;1,773;11,668;2,484;5,98;6,373;0,527;0,422;0,394;11,85;9,667;8,871;7,494;8,801;1,477;1,19;1,01;5,112;6,437;2,2;0,613;0,006;0,131;0,306;0,793;0,106;0,249;1,48;100,909;0,073;1,891;4;0,084;40;0;0,325;3;52,756;46,457;0,787;1,764;201,37;0,156;10;"COTES CALCAIRES EST";0;1,03;10,276;65,525;8,744;0;-0,462;-0,41;-1,305;-0,08;-1,113;-0,361;-2,297;-1,577;-3,806;-0,335;-1,272;-1;10,287;"COTES CALCAIRES EST";"tres fort"
558;"L'ARMANÇON A MONTIGNY-SUR-ARMANCON 1";"03036510";804252;6702088;97428;2011-05-16;0,298;NA;0,9;9,3;6,1;130,2;NA;1,77;NA;"";"isolée";"isolée";NA;"1 bâtonnet perdu.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Armancon";15;8;32,5;93,16;1,755;11,597;1,797;5,987;6,268;0,443;0,285;0,27;16,432;9,441;11,955;10,699;11,819;1,665;1,133;1,015;6,597;17,624;4,796;0,632;0,006;0,192;0,628;2,378;0,222;0,415;1,674;101,116;0,127;8,039;2;0,396;30;0;0,029;1;13,265;73,469;13,265;2,046;221,06;0,1;10;"COTES CALCAIRES EST";0;1,27;13,907;241,477;22,57;0;-0,138;-0,164;0,224;0,017;-0,098;-0,116;-0,684;-0,63;0,652;0,071;-0,112;-0,323;2,472;"COTES CALCAIRES EST";"tres faible"
559;"L'OURCE A MENESBLE 1";"03006268";842355;6742378;93933;2011-05-31;0,263;NA;0,7;8,4;5,07;109,2;NA;2,29;NA;"";"semi-continue";"espacée-régulière";NA;"Le 15ème transect tombait dans le pont.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ource";14;13;29;48;0,996;17,13;1,438;4,974;5,171;0,456;0,28;0,268;13,939;9,203;7,057;7,815;8,663;1,301;0,908;0,814;6,186;18,286;2,709;0,477;0,005;0,195;0,674;0,955;0,122;0,394;1,309;100,727;0,135;7,899;3;0,24;28;0;0,173;4;31;60;9;2,086;93,44;0;10;"COTES CALCAIRES EST";0;1,07;9,975;224,087;28,672;0;-0,157;-0,149;-0,045;-0,016;0,035;-0,144;-0,782;-0,574;-0,131;-0,069;0,04;-0,4;1,996;"COTES CALCAIRES EST";"tres faible"
561;"LA SEINE A NOD-SUR-SEINE 1";"03001000";817648;6741623;77865;2011-05-30;0,955;NA;1,8;16;12,5;240;NA;1,125;NA;"";"bosquets éparses";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Seine";16;3;15;44;1,922;5,506;5,685;10,889;11,203;0,804;0,52;0,502;15,227;7,929;19,681;15,578;16,435;1,86;1,278;1,204;8,58;13,287;5,923;0,74;0,007;0,311;0,589;3,505;0,225;0,315;1,865;100,926;0,091;4,372;5;0,23;32;1;0,541;3;20,909;59,091;20;2,158;373,06;0;10;"COTES CALCAIRES EST";0;1,22;27,978;308,772;19,82;0;0,059;0,051;-0,461;-0,002;-0,476;0,079;0,295;0,195;-1,346;-0,008;-0,544;0,218;2,605;"COTES CALCAIRES EST";"tres faible"
563;"LE RUISSEAU DE VILLARNON A MONTMOYEN 1";"03006354";834739;6735299;93954;2013-03-19;0,036;NA;0,31;4,5;2,7;63;NA;1,5;NA;"";"continue";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Villarnon";16;4,452;11,5;21;1,049;6,093;0,856;2,185;2,76;0,626;0,391;0,305;3,853;2,403;12,517;15,778;18,863;2,683;0,966;0,698;5,877;10,277;0,917;1,025;0,01;0,23;0,591;6,874;0,436;0,085;2,683;102,009;0,029;1,36;3;0,176;32;0;0,801;2;13,187;73,626;13,187;1,885;2,57;0;10;"COTES CALCAIRES EST";0;1,04;0,32;4,709;0,298;0;1,774;0,129;0,621;1,598;-0,905;2,513;8,826;0,495;1,809;6,721;-1,034;6,964;25,849;"COTES CALCAIRES EST";"tres fort"
564;"VENELLE A FONCEGRIVE ";"06012080";861658;6726893;145039;2011-05-19;0,126;NA;0,35;5,8;2,57;81,2;NA;4,31;NA;"";"absence";"espacée-régulière";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Venelle";15;6;13;24;0,968;7,787;0,576;2,722;2,94;0,359;0,211;0,191;9,778;10,045;3,248;4,752;5,537;1,05;0,691;0,591;4,643;24,986;1,508;0,403;0,004;0,161;0,751;0,698;0,147;0,473;1,062;100,528;0,184;13,7;6;0,144;30;3;0,029;1;27,692;67,692;4,615;1,889;36,52;0;10;"COTES CALCAIRES EST";0;1,11;2,598;109,846;23,117;0;-0,334;-0,35;-0,296;0,002;0,533;-0,375;-1,66;-1,345;-0,863;0,01;0,609;-1,041;5,527;"COTES CALCAIRES EST";"faible"
699;"LA VERDURETTE À RECLONVILLE";"02067600";975197;6833183;90260;2011-05-09;0,15;NA;0,7;8,2;5,1;115;NA;5,5;NA;"";"bosquets éparses";"bosquets éparses";NA;"Disparition de 4 bâtonnets sur la station";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Verdurette";15;27;46;70,16;0,699;31,633;1,362;5,775;5,977;0,375;0,248;0,237;19,973;3,873;8,918;9,003;9,981;1,378;0,994;0,891;6,668;48,089;2,373;0,545;0,005;0,135;0,55;1,73;0,192;0,275;1,382;100,691;0,088;14,75;4;0,124;30;3;0,433;3;37,097;47,581;15,323;1,917;69,19;0,101;10;"COTES CALCAIRES EST";0;1,15;5,028;271,286;30,134;0;0,087;-0,047;-0,625;0,116;0,868;0,264;0,433;-0,18;-1,823;0,487;0,992;0,732;4,646;"COTES CALCAIRES EST";"faible"
702;"LA CHIERS À CONS-LA-GRANDVILLE";"02115650";895514;6935285;92864;2011-05-12;NA;NA;1,65;17,3;11,8;240;NA;3,4;NA;"";"continue";"continue";NA;"Impossible de mettre en place des bâtonnets. pas de mesure de débit.
Qualif incorrecte pas de débit";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Chiers";15;18,84;46;131,64;1,271;24,358;4,209;10,507;10,702;0,616;0,399;0,39;18,848;2,799;45,714;18,24;20,411;3,383;2,509;2,243;5,415;74,818;12,786;1,345;0,013;0,238;0,606;1,645;0,09;0,283;3,387;102,359;0,057;23,573;4;0,281;30;1;0,866;2;4,598;50,575;44,828;1,747;190,44;0;10;"COTES CALCAIRES EST";0;1,03;4,184;139,553;7,651;0;0,447;-0,348;-0,08;0,763;0,533;1,311;2,224;-1,336;-0,234;3,208;0,609;3,634;11,244;"COTES CALCAIRES EST";"tres fort"
703;"LA MOULAINE À HAUCOURT-MOULAINE";"02115625";903824;6938456;92850;2011-05-12;0,15;NA;0,65;6;4,7;84;NA;8,44;NA;"";"continue";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Moulaine";15;18;41;76;1,129;20,698;1,639;4,423;4,73;0,559;0,364;0,339;8,459;2,051;3,168;5,471;5,991;0,858;0,58;0,526;6,567;43,586;0,389;0,416;0,004;0,212;0,568;0,636;0,116;0,13;0,859;99,946;0,057;5,961;4;0,186;30;30;0,595;3;45,902;47,541;6,557;2,057;29,26;0;10;"COTES CALCAIRES EST";0;1;0;0;0;0;-0,117;0,017;0,015;-0,145;1,173;-0,272;-0,581;0,065;0,044;-0,609;1,34;-0,753;3,392;"COTES CALCAIRES EST";"tres faible"
706;"LE SANON À HENAMENIL";"02070750";961781;6847285;90451;2011-05-11;0,23;NA;1,2;16;8,65;224;NA;2,16;NA;"";"isolée";"isolée";NA;"STATION AYANT SUBI DES TRAVAUX DE RECALIBRAGE ANCIENS";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sanon";15;15;48,5;78;1,159;18,028;2,323;8,339;8,497;0,418;0,277;0,27;24,639;5,097;11,266;12,147;12,756;1,245;0,943;0,892;10,094;18,901;2,473;0,507;0,005;0,184;0,664;2,717;0,224;0,226;1,247;100,587;0,076;4,466;4;0,225;30;0;0,029;1;33,628;60,177;6,195;1,971;178,11;0;10;"COTES CALCAIRES EST";0;1;10,919;231,369;19,047;0;0,063;0,281;-0,283;-0,22;0,07;-0,051;0,315;1,08;-0,825;-0,927;0,08;-0,14;3,367;"COTES CALCAIRES EST";"tres faible"
707;"LA VEZOUZE À THIEBAUMENIL";"02067800";969093;6837206;90265;2011-05-11;1,17;NA;1,94;17,6;13,6;247;NA;0,22;NA;"";"espacée-régulière";"espacée-régulière";NA;"STATIONS AYANT SUBI D'ANCIENS TRAVAUX HYDRAULIQUES";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vezouze";15;21,84;57,5;111,48;1,178;29,932;5,225;12,854;13,152;0,613;0,411;0,401;22,885;27,777;32,283;17,191;19,249;2,354;1,884;1,679;7,382;3,624;18,791;0,909;0,009;0,202;0,476;2,865;0,167;0,593;2,372;101,732;0,138;2,409;5;0,172;30;0;0,325;3;36,111;62,037;1,852;1,932;467,47;0,264;10;"COTES CALCAIRES EST";0;1,67;38,183;82,407;4,794;0;0,081;-0,12;-0,812;0,178;-2,076;0,443;0,401;-0,462;-2,368;0,748;-2,371;1,227;7,577;"COTES CALCAIRES EST";"fort"
708;"LE RUPT DE MAD À ESSEY-ET-MAIZERAIS";"02077200";905833;6872579;90688;2011-05-13;0,02;NA;0,75;8,4;5,15;120;NA;0,18;NA;"";"bosquets éparses";"bosquets éparses";NA;"STATION SOUS L'INFLUENCE D'UN PONT AVEC ELARGISSEMENT IMPORTANT AU NIVEAU DE L'OUVRAGE.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rupt de mad";15;34,52;55;95;0,727;42,783;2,486;5,478;5,864;0,633;0,45;0,417;9,406;1,074;8,395;7,925;9,039;1,512;1,072;0,933;5,35;1,647;0,116;0,6;0,006;0,216;0,464;1,269;0,16;0,014;1,512;100,868;0,004;0,026;3;0,187;30;0;NA;4;43,443;48,361;8,197;2,034;139,06;0;10;"COTES CALCAIRES EST";0;1,04;10,315;18,214;2,298;0;-0,279;-0,331;-0,402;0,036;-2,451;-0,201;-1,389;-1,272;-1,173;0,15;-2,8;-0,558;7,342;"COTES CALCAIRES EST";"moyen"
714;"LE VAIR À SOULOSSE";"02106900";901910;6815134;92429;2011-05-23;0,52;NA;1;21;7,3;295;NA;3,7;NA;"";"espacée-régulière";"isolée";NA;"VOL DE 4 BATONNETS
Station sous l'influence d'un ancien moulin. Une partie de la station concerne l'ancien bras court circuité à partir du transect 2

Qualif incertaine débit non identique entre T1 et T15 si effectué seulement en partie sur une dérivation";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vair";15;12;49;112,32;1,437;15,576;2,407;8,358;8,474;0,429;0,268;0,263;29,416;8,652;14,902;15,106;15,683;1,418;1,001;0,964;10,98;34,988;7,653;0,58;0,006;0,237;0,819;2,872;0,19;0,529;1,433;100,46;0,172;18,985;4;0,27;30;5;0,087;4;11,321;64,78;23,899;1,774;441,24;0;10;"COTES CALCAIRES EST";0;1,03;43,334;1572,894;104,121;0;-0,029;0,282;-0,349;-0,315;0,739;-0,297;-0,144;1,083;-1,018;-1,324;0,844;-0,823;5,236;"COTES CALCAIRES EST";"faible"
732;"L'ORNE À GUSSAINVILLE";"02085325";895719;6900359;91049;2010-07-07;0,064;NA;1,2;18;8,3;252;NA;2,2;NA;"";"isolée";"isolée";NA;"Coordonnées aval X N49.17253  Y005.68243

Qualification incertaine du fait d'un nombre de points trop faible transects 12 et 13";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Orne";15;47;71;121,96;0,69;53,536;2,965;9,117;9,442;0,57;0,314;0,301;20,375;1,024;16,81;16,502;17,251;1,651;1,037;0,983;10,498;21,225;0,798;0,649;0,006;0,249;0,759;2,663;0,161;0,049;1,651;100,804;0,016;1,07;3;0,519;30;2;0,152;4;37,069;45,69;17,241;1,92;256,45;0;10;"COTES CALCAIRES EST";0;1,44;19,101;412,238;24,981;0;0,245;0,287;0,453;-0,028;0,141;0,138;1,219;1,102;1,321;-0,119;0,161;0,383;4,305;"COTES CALCAIRES EST";"tres faible"
733;"L'AIRE A VARENNES-EN-ARGONNE 1";"03156580";848052;6905466;105337;2010-07-08;0,655;0,944;1,8;16,4;12,3;229;NA;3,47;NA;"";"bosquets éparses";"semi-continue";NA;"bâtonnets perdus";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aire";15;19,84;52;83;1,06;26,296;5,234;12,191;12,45;0,679;0,397;0,382;25,782;4,038;16,046;16,23;16,733;1,425;0,984;0,947;12,568;32,241;3,681;0,68;0,007;0,479;1,099;2,702;0,166;0,257;1,428;100,351;0,088;7,94;4;0,574;30;2;0,487;3;7,071;65,657;27,273;1,574;629,59;0;10;"COTES CALCAIRES EST";0;2,13;64,883;2208,663;136,087;0;-0,079;0,385;0,311;-0,398;0,726;-0,429;-0,392;1,477;0,907;-1,675;0,829;-1,189;6,468;"COTES CALCAIRES EST";"moyen"
738;"LE RUISSEAU D'OUDRENNE À KOENIGSMACKER";"02094700";940279;6927165;91463;2010-07-06;0,06;NA;0,45;3,5;2,9;49;NA;0,65;NA;"";"bosquets éparses";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Oudrenne";15;5;12;22,16;1,098;6,446;0,413;2,252;2,458;0,288;0,184;0,162;11,806;19,131;6,807;4,16;6,627;2,067;1,644;1,024;2,038;6,53;3,373;0,745;0,007;0,159;0,839;0,763;0,183;0,506;2,08;101,776;0,126;5,31;4;0,142;30;0;0,487;3;46,914;51,852;1,235;1,768;21,69;0;10;"COTES CALCAIRES EST";0;1,14;0,924;5,892;1,416;0;-0,288;-1,126;-0,172;0,809;-1,434;0,667;-1,435;-4,324;-0,501;3,401;-1,639;1,847;13,146;"COTES CALCAIRES EST";"tres fort"
740;"LE RUISSEAU D'ALTBACH À BEYREN-LES-SIERCK";"02094800";939610;6935226;91477;2010-07-05;0,08;NA;0,85;9,5;6;133;NA;0,94;NA;"";"isolée";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Altbach";15;30,68;51,5;83;0,716;35,62;1,308;5,757;5,925;0,405;0,223;0,215;16,479;5,559;9,757;9,703;10,498;1,416;1,011;0,928;6,939;8,555;1,582;0,521;0,005;0,158;0,686;2,634;0,271;0,171;1,418;100,95;0,055;1,579;5;0,123;30;2;0,31;3;14,815;48,148;37,037;2,09;73,21;0;10;"COTES CALCAIRES EST";0;1,26;0,335;3,089;0,318;0;0,143;-0,012;-0,647;0,129;-0,89;0,321;0,709;-0,047;-1,886;0,542;-1,017;0,89;5,092;"COTES CALCAIRES EST";"faible"
742;"LA MARCHE À SAPOGNE-SUR-MARCHE";"02115950";867419;6948301;93082;2011-06-29;NA;NA;1,15;8,9;8;125;NA;3,15;NA;"";"continue";"continue";NA;"Qualification incorrecte du fait courantomètre en panne débit non mesuré
nombre de points trop faible transects 5 et 7.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Marche";15;11;24,5;40;0,866;14,39;3,174;6,619;7,029;0,851;0,492;0,459;9,312;3,829;5,517;7,541;8,105;1,178;0,743;0,686;6,991;21,199;0,922;0,486;0,005;0,29;0,568;1,404;0,186;0,172;1,18;100,133;0,065;3,889;3;0,263;30;0;0,65;3;28,571;66,667;4,762;1,913;102,41;0;10;"COTES CALCAIRES EST";0;1,18;0,771;23,825;3,159;0;-0,224;-0,035;0,025;-0,138;0,367;-0,444;-1,116;-0,136;0,072;-0,581;0,42;-1,229;3,554;"COTES CALCAIRES EST";"tres faible"
